0.000000000000000000e+00,5.000000000000000000e-01,-5.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00
1.700766461217905756e-01,1.933005902670347886e+00,-4.525696766260198345e+00
-6.137226980375727337e+00,8.838169812024142757e+00,4.742044658432849502e+00
3.473761284360936674e+00,8.123057575195502977e+00,5.118434750792003385e+00
5.181184319447399211e+00,3.922579201872161025e+00,6.434505614142677743e+00
5.071337735442178030e+00,3.166337198125457331e+00,-3.653828072323001663e+00
7.042112610412929463e+00,1.022770265945738899e+01,6.523664877826121256e+00
-5.698478494178383924e-01,9.098876159613046966e+00,-2.706938208091552056e+00
9.349769242038555861e-01,1.298273099973659583e+01,-6.317180294628260029e+00
1.489282354872463188e+00,-4.677753038048821921e-01,7.550764148710058521e-01
1.717156841814682089e+00,4.028145886397743070e+00,-1.580798563776305343e+00
-6.340988250023193551e+00,6.734406988824929385e+00,5.542359994586773198e+00
7.069708962913410666e+00,1.186754992240634010e+01,-3.618468372757483564e+00
-6.211041579579774208e+00,1.873973324927368900e+00,-6.511112511513765355e+00
-6.480594045282346727e+00,1.386609160757309311e+01,-5.862904723076864499e+00
2.038793313684861275e+00,1.064662771492368343e+01,-7.271905359148357562e+00
6.992938280186957734e+00,1.230830755857945746e+01,9.667008570073161167e-01
2.405634294125192363e-01,3.825856455277039547e+00,1.233438827068637167e+00
4.874605806409454622e+00,7.007382852567666021e+00,7.339937165355959081e+00
7.742739038828124087e+00,4.451912631371667928e+00,-2.275048107448458978e+00
9.089391677410794124e-01,1.278129695939255228e+01,6.155300163379960665e+00
3.406668325252544260e+00,1.043490593541356937e+01,6.049415158682553084e+00
-6.583966427680220335e+00,1.013103448012007668e+01,-4.381962934866026060e+00
6.877098490862224800e+00,2.758562077067685969e+00,2.708102126931509090e+00
7.204733635027981142e-01,2.228454521415908829e+00,-5.416854980451502044e+00
2.667357288314360364e-01,1.236618337957892777e+01,-4.005474700253076392e+00
1.908139001342899377e+00,9.507764727333833932e-01,-7.534305634960182019e+00
9.820167156319217217e-01,1.289875591173281855e+01,4.910580159903499720e+00
7.767493716276409721e+00,2.940847428985351897e+00,3.378160046028430230e+00
5.033453773113647500e+00,4.932120541690633964e+00,-2.613574138662329460e+00
-3.012310931464571961e+00,8.222781385749549088e-01,6.550402506214830112e+00
4.455674006621791472e-01,5.197753721878695998e+00,-4.948640855718828391e+00
-6.649291043617354902e+00,1.405528538122517901e+01,-5.969527278250064128e+00
1.551266386955779453e+00,7.589577409572497046e+00,3.471715679989307191e+00
6.209718793586993968e+00,1.259718975000583896e+01,2.404377133735593475e+00
-2.178396734479920660e+00,9.884747698900268276e+00,-2.431207655423813563e+00
-3.312288282563621067e+00,8.283662498613960423e+00,-7.425650730810781752e+00
2.834162733945609247e+00,1.425259769156392053e+01,-7.847049776863885384e+00
4.930332924329432487e+00,5.769956899755502633e+00,-7.447358245581334302e+00
-4.858577802702527926e+00,1.140536548947394735e+01,-7.014648475607248912e+00
3.153564123404407393e+00,2.768505017977017424e+00,5.281422755457983342e+00
-6.100978247948756206e+00,6.670022585380375624e+00,-2.534600731205989277e+00
2.455939050946782221e+00,5.086984359529400201e+00,-5.494238881213602710e+00
5.319660991186990096e+00,2.381474721037613484e+00,-4.996305882369544094e+00
-4.473428378403619732e+00,-5.866199418908406571e-01,-4.383677396843705054e+00
-1.755957855897737119e+00,-1.130438156386430748e-01,-5.292283326709531721e+00
1.168479814002490569e+00,2.037290724385958818e+00,-3.815128229654698444e+00
2.515891889652549285e+00,1.428403262917846561e+01,4.377345106790270890e+00
2.328184726703498852e-01,3.878982856716497452e-01,2.177485891195020784e+00
-3.197958122384591650e+00,1.225349894861754763e+01,-3.116087194253989168e+00
-3.867226164230975094e+00,7.007186459964014347e-01,6.477091826201428759e+00
6.708446118801800750e-01,4.824996356231379124e+00,-4.950447528829936772e+00
4.234391209613941776e+00,1.021020306203022088e+01,6.039933590261401974e+00
-4.897131533418022542e+00,7.447214534295549804e+00,2.807349026388392232e+00
-1.933628908640569577e+00,1.075869363178439997e+01,3.631877100230873623e-02
3.187204306072989990e+00,6.162887119052282259e+00,-5.434661187049485420e-01
7.888813580935991610e+00,9.684221784474807748e+00,1.954764420788830392e+00
-3.662791984511651222e+00,1.399915111756005359e+01,4.810059723846450197e+00
-1.280834008794687673e+00,7.959588141179751553e+00,1.434032147139056690e+00
-2.024743344836250181e+00,6.752755696120875228e+00,6.285969729502404846e+00
-3.130730683048636553e+00,5.002537581859497706e+00,7.578226678679378381e+00
-3.843242313014271438e+00,1.340080914699959358e+01,-6.564346047161929931e+00
7.664788599915438816e+00,4.946053875463736205e+00,5.110742495989963885e-01
-2.182250946196120367e-01,3.277247192043297730e+00,-1.665557909583016638e+00
2.284454395368216706e-01,1.031723934278774202e+01,-5.951862052065498787e+00
-4.778872931261757273e+00,1.162977068652322465e+01,-3.869324576271058191e+00
6.869828746144348131e+00,1.148059187735406006e+01,-3.159744513230858587e+00
